,en,fr
511,"I hope it will not affect Croatia again, on condition that Croatia maintains full cooperation with ICTY.",J'espère que la Croatie maintiendra sa coopération avec le TPIY et que cette question n'aura plus d'influence sur son processus d'adhésion.
512,"(DE) Mr President, I am very pleased with this and would also like to thank Mr Swoboda very much because this important report has been adopted with a very large consensus.","(DE) Monsieur le Président, j'en suis ravi et voudrais également remercier vivement M. Swoboda pour ce rapport important, adopté à un très large consensus."
513,This is true more particularly where the provisions at issue are of a technical nature and have already been fully transposed into national law by all Member States.,C'est d'autant plus vrai quand les dispositions en question sont d'ordre technique et qu'elles ont déjà été transposées dans tous leurs éléments dans le droit national de chacun des États membres.
514,The signatories of the alternative do not want this right to be recognised for parents in countries with more than one official or regional language.,Les signataires de l'alternative ne veulent pas que ce droit soit reconnu aux parents dans les pays ayant plus d'une langue officielle ou régionale.
515,Equally disturbing is the advancing reduction in the level of the EU budget in relation to the GNI of EU Member States.,La diminution continue du budget communautaire en tant que pourcentage du RIB des États membres de l'UE est tout aussi préoccupante.
516,"Four months later, following a joint resolution by several groups, we are again laying emphasis on the future of the automotive industry.","Quatre mois plus tard, après une résolution commune de plusieurs groupes, nous insistons de nouveau sur le futur du secteur automobile."
517,This vulgar anti-Communism is targeted not so much at the past; it is targeted mainly at the present and at the future.,"Cet anticommunisme vulgaire cible non pas tant le passé, mais surtout le présent et l'avenir."
518,"In this context, I think we also need to take on board that we are getting people coming into our continent.","Dans ce contexte, je pense que nous devons également prendre conscience du fait que d'autres personnes nous rejoignent sur notre continent."
519,"However, it aims to adopt a mechanism that was not included in the compromise text from the Council, as the text caused difficulties with implementation in the Member States.","Toutefois, il vise à adopter un dispositif qui n'a pas été retenu dans le texte de compromis du Conseil, car il était source de difficultés de mise en œuvre dans les États membres."
520,"Discrimination on the basis of religion or belief, disability, age or sexual orientation has no place in European society.","La discrimination sur la base de la religion ou des convictions, du handicap, de l'âge ou de l'orientation sexuelle n'a pas sa place dans la société européenne."
521,"I would also like to say, with regard to the points made by Mr Guerreiro, that many of the points that he mentioned already exist in the existing control provisions.","Je voudrais également ajouter qu'en ce qui concerne les remarques formulées par M. Guerreiro, une grande partie des points qu'il a mentionnés se trouve déjà dans les dispositions de contrôle existantes."
522,"Congratulations to this committee, which adopted Mr Søndergaard's report by an overwhelming majority - 27:2.","Je voudrais ensuite féliciter la commission qui a adopté le rapport de M. Søndergaard à une écrasante majorité, 27 voix pour, deux contre."
523,"But if only 1% of patients go abroad for treatment, this is entirely because of uncertainty about quality and about reimbursement.","Si seul un pour cent des patients se rend à l'étranger pour se faire soigner, c'est uniquement à cause de l'incertitude qui entoure la qualité et le remboursement de ces soins de santé."
524,Recent steps towards the establishment of a state property inventory are also positive in this regard.,Les mesures prises récemment en vue de l'établissement d'un inventaire de la propriété d'État sont également positives à cet égard.
525,"The European Parliament has three buildings - two Parliament buildings and one administrative building - one in Brussels, one in Strasbourg and one in Luxembourg.","Le Parlement européen possède trois bâtiments - deux Parlements et un bâtiment administratif - un à Bruxelles, un à Strasbourg et le dernier à Luxembourg."
